dataset,challenge,balance_class,process_approach,imputation,patient_group,drug_group,train_test_rate,remove_low_DAS,random_state,model_id,MAE,MSE,RMSE,R2,Pearson_Correlation,Accuracy,F1-Score
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.0288026915024564,1.6887465591569468,1.2995178179451587,-0.29438795357085,0.04089966502996615,0.375,0.34761904761904766
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.7866279855384141,1.053574568329882,1.0264378053880723,-0.2215625440244826,0.20150705016637813,0.391304347826087,0.33523266856600187
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.8472850611646561,1.1936390669859023,1.0925379018532502,-0.11995425841828067,0.3318338037747907,0.6086956521739131,0.5416666666666666
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.2044599750246772,1.9753989879865617,1.4054888786420765,-0.47832960851834194,0.07502649370411904,0.4782608695652174,0.4051282051282051
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.060847812646049,1.6891261349044318,1.2996638545810342,0.17851581660241578,0.4465252130656788,0.391304347826087,0.29333333333333333
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.9349419084048125,1.321264875568652,1.149462863936305,0.2807998532254846,0.5917058358834485,0.30434782608695654,0.23076923076923075
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.8404178710671767,0.947060411542377,0.9731702890770849,0.25888399500808423,0.5736466950023289,0.5416666666666666,0.5343358395989976
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.0859646475949798,1.949324013693898,1.3961819414724923,-0.09972568930247094,0.2261607850332167,0.3333333333333333,0.24425287356321843
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.0135182520284538,1.6069664764173346,1.2676618146877086,0.006911333776031037,0.4595075673481524,0.4166666666666667,0.37128205128205133
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.9252466335143857,1.2160638679382243,1.1027528589571756,0.06717339781456388,0.30857576093824524,0.375,0.34400161030595816
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.0062516370264547,1.6410914999498534,1.281050935735911,0.11875289191794325,0.41043576629432654,0.4166666666666667,0.39627039627039623
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.963416212976797,1.4709101721099018,1.2128108558674358,0.057643715476557666,0.4765000304340966,0.391304347826087,0.38986928104575164
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.6922841589206612,0.8267227133162475,0.9092429341579991,0.11514969962382315,0.41850781166209566,0.5652173913043478,0.5626984126984128
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.1240617169848934,1.6611850522663993,1.2888696800943062,-0.19116383810547943,0.024792538101961935,0.21739130434782608,0.15555555555555556
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.83431187311075,1.0522435501104481,1.0257892327912437,0.18801412435739673,0.6203946195875231,0.4782608695652174,0.3333333333333333
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.9656101625977364,1.327691044783286,1.152254765571957,0.21780477539589305,0.5036636490559524,0.43478260869565216,0.3395061728395062
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.0564804349519263,1.4604710382680715,1.2084994986627307,0.001653555336991408,0.34068376297034897,0.4166666666666667,0.38331475287997024
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.8274795828062901,1.2091940616152987,1.0996336033494514,-0.23659155519753616,0.18333555686689967,0.5,0.3806787082649152
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.9846451525696404,1.6983059123800528,1.3031906661651826,-0.20829100084976404,-0.0032240882014953967,0.4583333333333333,0.40740740740740744
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.9417661494456242,1.2465936228122214,1.1165095713034534,0.1392276022174388,0.5127839123055333,0.4166666666666667,0.4077618288144604
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.0214170631794959,1.5592358122938983,1.248693642289372,0.3295986536517467,0.6004756470079888,0.4583333333333333,0.4481481481481482
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.2125001392792525,2.1697341194188824,1.4730017377514808,0.10820501477526212,0.33304918967492225,0.30434782608695654,0.23611111111111108
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.9163928606431596,1.1714054603693143,1.0823148619368184,-0.04103732633803747,0.2973719249144489,0.4782608695652174,0.435024154589372
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.856308522225595,1.115615084727931,1.0562268150013665,0.07848353770288496,0.4520892267332335,0.34782608695652173,0.23344556677890008
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.7684191791001471,0.9624306320607615,0.9810354897050165,0.0842410835139219,0.4393884873807471,0.43478260869565216,0.3944258639910813
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.016067960432773,1.3080773231858571,1.1437120805455616,0.24755723780511518,0.5646232906210208,0.391304347826087,0.3589225589225589
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.8793817961006489,1.0375334170981574,1.0185938430494057,0.40092714944042884,0.7564976125500107,0.3333333333333333,0.2638888888888889
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.1147004267066227,1.7071050292104026,1.3065622944239599,0.17268234380022085,0.45467719301221393,0.3333333333333333,0.31010101010101015
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.6681907625491478,0.9152563540201616,0.9566903124941538,0.36563254489283525,0.63353913451982,0.5833333333333334,0.35650623885918
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.9237150954439285,1.1997304274643361,1.095322065633819,-0.0061742129531694445,0.26757008432006296,0.2916666666666667,0.23148148148148148
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.0288026915024564,1.6887465591569468,1.2995178179451587,-0.29438795357085,0.04089966502996615,0.375,0.34761904761904766
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.7866279855384141,1.053574568329882,1.0264378053880723,-0.2215625440244826,0.20150705016637813,0.391304347826087,0.33523266856600187
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.8472850611646561,1.1936390669859023,1.0925379018532502,-0.11995425841828067,0.3318338037747907,0.6086956521739131,0.5416666666666666
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.2044599750246772,1.9753989879865617,1.4054888786420765,-0.47832960851834194,0.07502649370411904,0.4782608695652174,0.4051282051282051
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.060847812646049,1.6891261349044318,1.2996638545810342,0.17851581660241578,0.4465252130656788,0.391304347826087,0.29333333333333333
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.9349419084048125,1.321264875568652,1.149462863936305,0.2807998532254846,0.5917058358834485,0.30434782608695654,0.23076923076923075
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.8404178710671767,0.947060411542377,0.9731702890770849,0.25888399500808423,0.5736466950023289,0.5416666666666666,0.5343358395989976
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.0859646475949798,1.949324013693898,1.3961819414724923,-0.09972568930247094,0.2261607850332167,0.3333333333333333,0.24425287356321843
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.0135182520284538,1.6069664764173346,1.2676618146877086,0.006911333776031037,0.4595075673481524,0.4166666666666667,0.37128205128205133
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.9252466335143857,1.2160638679382243,1.1027528589571756,0.06717339781456388,0.30857576093824524,0.375,0.34400161030595816
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.0062516370264547,1.6410914999498534,1.281050935735911,0.11875289191794325,0.41043576629432654,0.4166666666666667,0.39627039627039623
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.963416212976797,1.4709101721099018,1.2128108558674358,0.057643715476557666,0.4765000304340966,0.391304347826087,0.38986928104575164
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.6922841589206612,0.8267227133162475,0.9092429341579991,0.11514969962382315,0.41850781166209566,0.5652173913043478,0.5626984126984128
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.1240617169848934,1.6611850522663993,1.2888696800943062,-0.19116383810547943,0.024792538101961935,0.21739130434782608,0.15555555555555556
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.83431187311075,1.0522435501104481,1.0257892327912437,0.18801412435739673,0.6203946195875231,0.4782608695652174,0.3333333333333333
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.9656101625977364,1.327691044783286,1.152254765571957,0.21780477539589305,0.5036636490559524,0.43478260869565216,0.3395061728395062
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.0564804349519263,1.4604710382680715,1.2084994986627307,0.001653555336991408,0.34068376297034897,0.4166666666666667,0.38331475287997024
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.8274795828062901,1.2091940616152987,1.0996336033494514,-0.23659155519753616,0.18333555686689967,0.5,0.3806787082649152
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.9846451525696404,1.6983059123800528,1.3031906661651826,-0.20829100084976404,-0.0032240882014953967,0.4583333333333333,0.40740740740740744
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.9417661494456242,1.2465936228122214,1.1165095713034534,0.1392276022174388,0.5127839123055333,0.4166666666666667,0.4077618288144604
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.0214170631794959,1.5592358122938983,1.248693642289372,0.3295986536517467,0.6004756470079888,0.4583333333333333,0.4481481481481482
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.2125001392792525,2.1697341194188824,1.4730017377514808,0.10820501477526212,0.33304918967492225,0.30434782608695654,0.23611111111111108
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.9163928606431596,1.1714054603693143,1.0823148619368184,-0.04103732633803747,0.2973719249144489,0.4782608695652174,0.435024154589372
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.856308522225595,1.115615084727931,1.0562268150013665,0.07848353770288496,0.4520892267332335,0.34782608695652173,0.23344556677890008
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.7684191791001471,0.9624306320607615,0.9810354897050165,0.0842410835139219,0.4393884873807471,0.43478260869565216,0.3944258639910813
validation,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,1.016067960432773,1.3080773231858571,1.1437120805455616,0.24755723780511518,0.5646232906210208,0.391304347826087,0.3589225589225589
test,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9655802177389569,1.3502470205551624,1.1620012997218043,0.18141685556439535,0.42953932398920364,0.37572254335260113,0.34507399849892106
test,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.9655802177389569,1.3502470205551624,1.1620012997218043,0.18141685556439535,0.42953932398920364,0.37572254335260113,0.34507399849892106
test,regression,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,SVM,0.9655802177389569,1.3502470205551624,1.1620012997218043,0.18141685556439535,0.42953932398920364,0.37572254335260113,0.34507399849892106
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.7508682203495978,0.8611751748668116,0.9279952450669193,-0.1902607688290483,0.0009376657553431048,0.4166666666666667,0.30617283950617286
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.0867801017812102,1.6560394710377249,1.286871971502109,0.13251778493429323,0.4116508962003138,0.375,0.2940516273849607
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.6273324867242093,0.7825002495677951,0.8845904417117535,-0.11798055083806958,0.14627786966917936,0.4166666666666667,0.23878205128205132
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9384681688815691,1.2830167405648032,1.1327032888469968,0.2664722670160551,0.6358565899714056,0.375,0.31569664902998235
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.0565390251117182,1.8344853636448326,1.3544317493490887,0.15313341472386266,0.5479454614705082,0.3333333333333333,0.27616161616161616
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.8237704578853507,1.1551289233897553,1.0747692419257984,0.1491122993242564,0.46469634237044605,0.34782608695652173,0.21428571428571427
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9161940088316544,1.2472055393083998,1.116783568695564,0.2102147588827582,0.5891957296236503,0.5217391304347826,0.37019607843137253
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.1394862861370274,1.8011843674391712,1.342082101601527,-0.1225644104390391,0.3084794778727153,0.4782608695652174,0.4051282051282051
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.0818947085337018,1.8396699637093792,1.3563443381786866,0.15455442077740933,0.40395059635793096,0.391304347826087,0.29333333333333333
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.8867360699000595,1.2637948918577415,1.1241863243509687,-0.330648917913241,0.14994010635107366,0.391304347826087,0.26807760141093473
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.87162135757992,1.0154188699752313,1.007679944216035,0.22730198260772982,0.5074978432635701,0.375,0.2957516339869281
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.1071696854669903,1.9563354494799066,1.3986906196439248,-0.02391672608507145,0.20781299966424466,0.375,0.2333333333333333
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.036999599986381,1.5866059256799325,1.2596054642942498,0.03996988584322836,0.45399526723385486,0.375,0.23946360153256707
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9520867248704051,1.2718082577542307,1.1277447662278157,0.060690702569088706,0.3166298927960081,0.375,0.26282051282051283
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9951822218602934,1.645083315870715,1.2826080133348283,0.07236970665985565,0.38789010100636234,0.375,0.3148148148148148
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9144927037121936,1.4102969461023889,1.1875592389865817,0.2134410005892251,0.6466181821160745,0.391304347826087,0.28703703703703703
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.7000002178054726,0.953196682245566,0.97631792068238,0.14912670838669062,0.42293048034019304,0.5652173913043478,0.38095238095238093
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.1159162443270507,1.6936244313254336,1.301393265437252,0.1982697624074975,0.501657814812948,0.21739130434782608,0.15760869565217395
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.7354487459078453,0.8104058581210495,0.9002254484966805,-0.24180429913879053,0.2586907335904122,0.5652173913043478,0.4222222222222222
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9290841762921751,1.18855271141366,1.0902076460077044,0.08013647237073229,0.2869118483250781,0.34782608695652173,0.22758620689655173
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.1420451332588304,1.7007565014196828,1.3041305538249162,-0.048994152471666386,0.20499807746968926,0.2916666666666667,0.25098039215686274
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9203386280388042,1.3234360972916517,1.1504069268270474,0.2621378110906831,0.5450803760834108,0.4583333333333333,0.27777777777777773
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.9937602394309927,1.7339252865875363,1.3167859684047125,0.30845420096847,0.6321449522592958,0.5,0.4586894586894587
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.8616144725877306,1.196788659081455,1.0939783631687854,0.0003764378397848045,0.3054667162449548,0.375,0.28703703703703703
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.0248320470428391,1.4877562330313632,1.2197361325431675,-0.06862000180227934,0.3124731494799781,0.375,0.2619047619047619
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.144311571087079,1.9790294467800789,1.4067798146050003,-0.06497692148188383,0.06379015642074869,0.34782608695652173,0.25071225071225073
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.8189008740924902,0.975470282218039,0.9876589908556692,0.07514589203379185,0.3890582685405311,0.5652173913043478,0.42735042735042733
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.7700213866089531,1.0525290997442798,1.0259284086837053,0.21508845156795298,0.562597779524067,0.4782608695652174,0.2756598240469208
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,0.7861235490195952,0.9073645404008335,0.9525568436585995,0.11179612671959505,0.44962715302072337,0.34782608695652173,0.3134199134199134
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Linear,1.0198361534437983,1.3818939279111488,1.1755398453098682,0.16418151311406648,0.42603666176924715,0.2608695652173913,0.21869488536155202
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.7508682203495978,0.8611751748668116,0.9279952450669193,-0.1902607688290483,0.0009376657553431048,0.4166666666666667,0.30617283950617286
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.0867801017812102,1.6560394710377249,1.286871971502109,0.13251778493429323,0.4116508962003138,0.375,0.2940516273849607
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.6273324867242093,0.7825002495677951,0.8845904417117535,-0.11798055083806958,0.14627786966917936,0.4166666666666667,0.23878205128205132
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,0.9384681688815691,1.2830167405648032,1.1327032888469968,0.2664722670160551,0.6358565899714056,0.375,0.31569664902998235
validation,regression_delta,0,SC,IterativeImputer,['bionaive TNF'],all,0.6,False,2022,Deep Learning,1.0565390251117182,1.8344853636448326,1.3544317493490887,0.15313341472386266,0.5479454614705082,0.3333333333333333,0.27616161616161616
