,dataset,challenge,balance_class,process_approach,imputation,patient_group,drug_group,train_test_rate,remove_low_DAS,random_state,model_id,MAE,MSE,RMSE,R2,Pearson_Correlation,Accuracy,F1-Score
356,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.8333333333333334,0.7217068645640075
357,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.7,0.4117647058823528
358,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.7096774193548387,0.5620094191522763
359,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.5806451612903226,0.4283687943262411
360,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.6451612903225806,0.5542483660130719
361,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.5483870967741935,0.4103260869565217
362,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.8,0.6400000000000001
363,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.7333333333333333,0.52
364,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.7,0.55810147299509
365,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.7666666666666667,0.6103896103896105
366,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.7666666666666667,0.6103896103896105
367,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.8,0.6400000000000001
368,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.5161290322580645,0.4599303135888501
369,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6451612903225806,0.6039488966318235
370,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.5806451612903226,0.5067319461444308
371,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6451612903225806,0.5542483660130719
372,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.7,0.6534017971758665
373,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6,0.55
374,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.7,0.6306429548563611
375,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6666666666666666,0.5738636363636364
376,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.5666666666666667,0.5417156286721504
377,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6,0.5238095238095237
378,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6451612903225806,0.5826193390452876
379,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6129032258064516,0.5571428571428572
380,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6129032258064516,0.5921052631578947
381,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.4838709677419355,0.4095238095238095
382,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6333333333333333,0.6122209165687424
383,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6333333333333333,0.5485636114911081
384,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6333333333333333,0.6122209165687424
385,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.7666666666666667,0.6103896103896105
386,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6,0.5833333333333334
387,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6666666666666666,0.5738636363636364
388,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.5806451612903226,0.5319396051103369
389,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6129032258064516,0.5571428571428572
390,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6451612903225806,0.6039488966318235
391,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.5806451612903226,0.5643243243243243
392,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.8,0.7619047619047619
393,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.5,0.4223363286264441
394,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.7666666666666667,0.6888888888888889
395,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6,0.5238095238095237
396,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.7,0.6534017971758665
397,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.6,0.569377990430622
398,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.7096774193548387,0.6042553191489362
399,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6129032258064516,0.5303030303030303
400,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.5806451612903226,0.5067319461444308
401,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.7741935483870968,0.7163398692810456
402,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6666666666666666,0.625
403,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6666666666666666,0.5738636363636364
404,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6666666666666666,0.5341614906832298
405,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.7333333333333333,0.6590909090909092
406,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6,0.569377990430622
407,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6666666666666666,0.5341614906832298
408,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6451612903225806,0.6039488966318235
409,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6774193548387096,0.5788043478260869
410,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6451612903225806,0.5826193390452876
411,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6129032258064516,0.5303030303030303
412,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.5666666666666667,0.5238095238095238
413,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6333333333333333,0.5111111111111111
414,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6,0.4409937888198757
415,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.8333333333333334,0.7217068645640075
416,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6333333333333333,0.5763799743260591
417,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.5666666666666667,0.4222222222222221
418,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6129032258064516,0.4945652173913042
419,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.5806451612903226,0.4732026143790849
420,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.7096774193548387,0.6759581881533101
421,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.4838709677419355,0.4561403508771929
422,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.8333333333333334,0.7545008183306054
423,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6666666666666666,0.5738636363636364
424,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.8,0.7204968944099379
425,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6,0.4886363636363636
426,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.6333333333333333,0.5763799743260591
427,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.7333333333333333,0.6590909090909092
428,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.8387096774193549,0.7237076648841354
429,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.3225806451612903,0.3197492163009404
430,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7096774193548387,0.5026737967914437
431,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.6451612903225806,0.5542483660130719
432,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7666666666666667,0.6563011456628478
433,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7,0.6703296703296704
434,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.6666666666666666,0.5341614906832298
435,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7333333333333333,0.6273291925465838
436,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.5333333333333333,0.4976076555023924
437,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.3666666666666666,0.3659621802002224
438,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.5806451612903226,0.5643243243243243
439,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7096774193548387,0.5620094191522763
440,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7096774193548387,0.5026737967914437
441,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.4516129032258064,0.4302702702702703
442,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.4333333333333333,0.4276094276094276
443,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.6333333333333333,0.4599018003273323
444,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.5666666666666667,0.5238095238095238
445,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7,0.6306429548563611
446,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.6333333333333333,0.6122209165687424
447,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.5666666666666667,0.5542857142857143
448,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.4516129032258064,0.4493207941483804
449,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.4193548387096774,0.41875
450,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7096774193548387,0.6042553191489362
451,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.6129032258064516,0.4464285714285714
452,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7666666666666667,0.730423620025674
453,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7666666666666667,0.4339622641509434
454,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.3333333333333333,0.3212669683257918
455,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7666666666666667,0.5424836601307189
456,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.2666666666666666,0.253393665158371
457,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.7,0.6703296703296704
458,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2580645161290322,0.2051282051282051
459,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.7419354838709677,0.4259259259259259
460,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2580645161290322,0.2051282051282051
461,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2258064516129032,0.1842105263157894
462,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
463,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
464,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
465,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
466,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
467,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
468,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2580645161290322,0.2051282051282051
469,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2580645161290322,0.2051282051282051
470,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2580645161290322,0.2051282051282051
471,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2258064516129032,0.1842105263157894
472,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
473,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
474,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
475,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
476,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
477,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
478,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2580645161290322,0.2051282051282051
479,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2580645161290322,0.2051282051282051
480,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2580645161290322,0.2051282051282051
481,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2258064516129032,0.1842105263157894
482,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
483,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.7666666666666667,0.4339622641509434
484,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
485,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
486,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
487,validation,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.2333333333333333,0.1891891891891891
488,test,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.6823529411764706,0.4055944055944056
489,test,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.6823529411764706,0.4055944055944056
490,test,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base XGBoost,,,,,,0.7176470588235294,0.5588235294117647
491,test,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,XGBoost,,,,,,0.7294117647058823,0.5675735456757355
492,test,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Logistic,,,,,,0.7058823529411765,0.4803130349718758
493,test,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Logistic,,,,,,0.7058823529411765,0.5840673321589352
494,test,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base ANN,,,,,,0.5529411764705883,0.494047619047619
495,test,binary_classification,0,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,ANN,,,,,,0.7058823529411765,0.4137931034482758
496,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4193548387096774,0.3865546218487395
497,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4516129032258064,0.4283950617283951
498,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4193548387096774,0.3979933110367893
499,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4516129032258064,0.4097222222222222
500,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4666666666666667,0.3651812240047534
501,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4666666666666667,0.4679370840895342
502,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4,0.3831168831168831
503,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5,0.4666666666666666
504,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.6,0.5727357609710552
505,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5333333333333333,0.4673579109062979
506,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.2903225806451613,0.2840492840492841
507,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.3870967741935484,0.3730407523510972
508,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4193548387096774,0.3884172797585361
509,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4516129032258064,0.411111111111111
510,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4666666666666667,0.3865864527629233
511,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5666666666666667,0.5314319667260844
512,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5333333333333333,0.4652777777777777
513,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4,0.284313725490196
514,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5,0.4365079365079365
515,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5,0.4499743983614951
516,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5806451612903226,0.5881370091896407
517,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4193548387096774,0.4259259259259259
518,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5161290322580645,0.4836752136752136
519,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4193548387096774,0.4125
520,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5,0.4238244514106583
521,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4333333333333333,0.370414673046252
522,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.3666666666666666,0.3217382536801774
523,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.5,0.4002389486260454
524,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.4,0.3322526770802633
525,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,base Random Forest,,,,,,0.3666666666666666,0.3364350703060381
526,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.5483870967741935,0.5298035298035298
527,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.4838709677419355,0.442914979757085
528,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.4838709677419355,0.4559643255295429
529,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3870967741935484,0.3325358851674641
530,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3666666666666666,0.3067231454328229
531,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.5333333333333333,0.4983164983164983
532,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3666666666666666,0.3603864734299517
533,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.4666666666666667,0.4414032801129575
534,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.5666666666666667,0.5296049454264465
535,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3666666666666666,0.3441239316239315
536,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3548387096774194,0.3575757575757576
537,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3870967741935484,0.363382816014395
538,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3548387096774194,0.3238095238095238
539,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.4516129032258064,0.4022222222222222
540,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.5,0.4930555555555556
541,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.4666666666666667,0.4456349206349206
542,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.4,0.3820308346624135
543,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.5,0.3703703703703704
544,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.5333333333333333,0.4645502645502645
545,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.4333333333333333,0.4118282738972394
546,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.5483870967741935,0.5413775766716943
547,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3548387096774194,0.345338441890166
548,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.5161290322580645,0.4834054834054833
549,validation,classification,1,SC,IterativeImputer,['bionaive TNF'],all,0.8,True,2022,Random forest,,,,,,0.3548387096774194,0.3246031746031746
