tender_jts_28,,
"	",non-null,410
"	",null,0
,,
swollen_jts_28,,
"	",non-null,410
"	",null,0
,,
usresultsCRP,,
"	",non-null,402
"	",null,8
,,
md_global_assess,,
"	",non-null,410
"	",null,0
,,
pt_global_assess,,
"	",non-null,409
"	",null,1
